symbol	ensembl_id	name
SNORA2A	ENSG00000206612	small nucleolar RNA, H/ACA box 2A [Source:HGNC Symbol;Acc:HGNC:32584]
SNORA2B	ENSG00000207313	small nucleolar RNA, H/ACA box 2B [Source:HGNC Symbol;Acc:HGNC:32585]
ATF7-AS1	ENSG00000257550	ATF7 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:58279]
TMSB4X	ENSG00000205542	thymosin beta 4 X-linked [Source:HGNC Symbol;Acc:HGNC:11881]
LINC02668	ENSG00000226762	long intergenic non-protein coding RNA 2668 [Source:HGNC Symbol;Acc:HGNC:54154]
SLC25A25-AS1	ENSG00000234771	SLC25A25 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:27844]
BMS1P16	ENSG00000258684	BMS1 pseudogene 16 [Source:HGNC Symbol;Acc:HGNC:49161]
EEF1A1P33	ENSG00000258846	eukaryotic translation elongation factor 1 alpha 1 pseudogene 33 [Source:HGNC Symbol;Acc:HGNC:37911]
RNU7-187P	ENSG00000238998	RNA, U7 small nuclear 187 pseudogene [Source:HGNC Symbol;Acc:HGNC:45721]
NCAM1-AS1	ENSG00000227487	NCAM1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:48675]
PTGES2-AS1	ENSG00000232850	PTGES2 antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:HGNC:48711]
MSR1	ENSG00000038945	macrophage scavenger receptor 1 [Source:HGNC Symbol;Acc:HGNC:7376]
IFNG-AS1	ENSG00000255733	IFNG regulatory antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:43910]
SNX9-AS1	ENSG00000236324	SNX9 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40699]
TTC12-DT	ENSG00000255129	TTC12 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55508]
FRMD4A-AS1	ENSG00000234091	FRMD4A antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:56672]
STRA6LP	ENSG00000254633	STRA6 like, pseudogene [Source:HGNC Symbol;Acc:HGNC:53830]
MFSD4B-DT	ENSG00000231046	MFSD4B divergent transcript [Source:HGNC Symbol;Acc:HGNC:55773]
FMO10P	ENSG00000234984	flavin containing dimethylaniline monoxygenase 10, pseudogene [Source:HGNC Symbol;Acc:HGNC:32211]
ANKK1	ENSG00000170209	ankyrin repeat and kinase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21027]
RIMKLBP2	ENSG00000225920	ribosomal modification protein rimK like family member B pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:39163]
GABARAPL1-AS1	ENSG00000255958	GABARAPL1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:54822]
SCGB1B2P	ENSG00000268751	secretoglobin family 1B member 2, pseudogene [Source:HGNC Symbol;Acc:HGNC:20741]
LINC02598	ENSG00000256155	long intergenic non-protein coding RNA 2598 [Source:HGNC Symbol;Acc:HGNC:53954]
RNY3P13	ENSG00000202412	RNY3 pseudogene 13 [Source:HGNC Symbol;Acc:HGNC:50889]
MIPEPP2	ENSG00000224783	mitochondrial intermediate peptidase pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:39457]
KLRK1	ENSG00000213809	killer cell lectin like receptor K1 [Source:HGNC Symbol;Acc:HGNC:18788]
KRT18P13	ENSG00000214417	keratin 18 pseudogene 13 [Source:HGNC Symbol;Acc:HGNC:6432]
SRP14P4	ENSG00000268062	SRP14 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:53770]
TRH	ENSG00000170893	thyrotropin releasing hormone [Source:HGNC Symbol;Acc:HGNC:12298]
RPL7AP21	ENSG00000229757	ribosomal protein L7a pseudogene 21 [Source:HGNC Symbol;Acc:HGNC:37020]
PPP1R26-AS1	ENSG00000225361	PPP1R26 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:48717]
RPL21P28	ENSG00000220749	ribosomal protein L21 pseudogene 28 [Source:HGNC Symbol;Acc:HGNC:36258]
ZNF678	ENSG00000181450	zinc finger protein 678 [Source:HGNC Symbol;Acc:HGNC:28652]
SNRPA1-DT	ENSG00000259172	SNRPA1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55431]
MIR4301	ENSG00000265140	microRNA 4301 [Source:HGNC Symbol;Acc:HGNC:38323]
RNU2-35P	ENSG00000252255	RNA, U2 small nuclear 35, pseudogene [Source:HGNC Symbol;Acc:HGNC:48528]
ACRV1	ENSG00000134940	acrosomal vesicle protein 1 [Source:HGNC Symbol;Acc:HGNC:127]
PNPLA4	ENSG00000006757	patatin like domain 4, phospholipase and triacylglycerol lipase  [Source:HGNC Symbol;Acc:HGNC:24887]
RPS17P9	ENSG00000248459	ribosomal protein S17 pseudogene 9 [Source:HGNC Symbol;Acc:HGNC:36160]
VPS51P10	ENSG00000249869	VPS51 pseudogene 10 [Source:HGNC Symbol;Acc:HGNC:56442]
PCSK6-AS1	ENSG00000259764	PCSK6 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:51448]
OR7E129P	ENSG00000180770	olfactory receptor family 7 subfamily E member 129 pseudogene [Source:HGNC Symbol;Acc:HGNC:15052]
OR7E21P	ENSG00000251178	olfactory receptor family 7 subfamily E member 21 pseudogene [Source:HGNC Symbol;Acc:HGNC:8393]
EVA1CP6	ENSG00000251610	EVA1C pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:55740]
SELENOS	ENSG00000131871	selenoprotein S [Source:HGNC Symbol;Acc:HGNC:30396]
LHX9	ENSG00000143355	LIM homeobox 9 [Source:HGNC Symbol;Acc:HGNC:14222]
SNRPCP8	ENSG00000250580	small nuclear ribonucleoprotein polypeptide C pseudogene 8 [Source:HGNC Symbol;Acc:HGNC:49823]
TRPC1	ENSG00000144935	transient receptor potential cation channel subfamily C member 1 [Source:HGNC Symbol;Acc:HGNC:12333]
PHACTR2-AS1	ENSG00000235740	PHACTR2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40943]
GLT6D1	ENSG00000204007	glycosyltransferase 6 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23671]
SAP18P2	ENSG00000223873	SAP18 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:51568]
RNU6ATAC19P	ENSG00000221023	RNA, U6atac small nuclear 19, pseudogene [Source:HGNC Symbol;Acc:HGNC:46918]
MRPL45P1	ENSG00000232508	mitochondrial ribosomal protein L45 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:29715]
RNU6-1168P	ENSG00000212133	RNA, U6 small nuclear 1168, pseudogene [Source:HGNC Symbol;Acc:HGNC:48131]
RNU6-1007P	ENSG00000252395	RNA, U6 small nuclear 1007, pseudogene [Source:HGNC Symbol;Acc:HGNC:47970]
RPL38P6	ENSG00000224291	RPL38 pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:54608]
KLRC4-KLRK1	ENSG00000255819	KLRC4-KLRK1 readthrough [Source:HGNC Symbol;Acc:HGNC:48357]
FOXI3	ENSG00000214336	forkhead box I3 [Source:HGNC Symbol;Acc:HGNC:35123]
CNIH1	ENSG00000100528	cornichon family member 1 [Source:HGNC Symbol;Acc:HGNC:19431]
WTAPP1	ENSG00000255282	WTAP pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:44115]
SPMIP9	ENSG00000172073	sperm microtubule inner protein 9 [Source:HGNC Symbol;Acc:HGNC:26341]
KRT18P59	ENSG00000187686	keratin 18 pseudogene 59 [Source:HGNC Symbol;Acc:HGNC:48886]
UNC93B6	ENSG00000255562	unc-93 homolog B6 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:34053]
GARIN3P1	ENSG00000270683	GARIN3 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:49805]
LINC03106	ENSG00000276759	long intergenic non-protein coding RNA 3106 [Source:HGNC Symbol;Acc:HGNC:56836]
MTCH1P2	ENSG00000256282	MTCH1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:55887]
ZNF75CP	ENSG00000288393	zinc finger protein 75C, pseudogene [Source:HGNC Symbol;Acc:HGNC:13148]
RPL26P30	ENSG00000236264	ribosomal protein L26 pseudogene 30 [Source:HGNC Symbol;Acc:HGNC:36733]
MIR4436A	ENSG00000265510	microRNA 4436a [Source:HGNC Symbol;Acc:HGNC:41762]
PGAM1P8	ENSG00000255200	phosphoglycerate mutase 1 pseudogene 8 [Source:HGNC Symbol;Acc:HGNC:42455]
IGKC	ENSG00000211592	immunoglobulin kappa constant [Source:HGNC Symbol;Acc:HGNC:5716]
LINC01535	ENSG00000226686	long intergenic non-protein coding RNA 1535 [Source:HGNC Symbol;Acc:HGNC:51282]
ATF4P4	ENSG00000256167	activating transcription factor 4 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:787]
IGKJ5	ENSG00000211593	immunoglobulin kappa joining 5 [Source:HGNC Symbol;Acc:HGNC:5723]
CDKN2B	ENSG00000147883	cyclin dependent kinase inhibitor 2B [Source:HGNC Symbol;Acc:HGNC:1788]
SRSF8BP	ENSG00000256779	serine and arginine rich splicing factor 8B, pseudogene [Source:HGNC Symbol;Acc:HGNC:55910]
KRT8P37	ENSG00000213771	keratin 8 pseudogene 37 [Source:HGNC Symbol;Acc:HGNC:39871]
RPL31P46	ENSG00000241170	ribosomal protein L31 pseudogene 46 [Source:HGNC Symbol;Acc:HGNC:35559]
IGKJ4	ENSG00000211594	immunoglobulin kappa joining 4 [Source:HGNC Symbol;Acc:HGNC:5722]
ENPP7P9	ENSG00000250476	ectonucleotide pyrophosphatase/phosphodiesterase 7 pseudogene 9 [Source:HGNC Symbol;Acc:HGNC:48692]
CHCHD2P5	ENSG00000223490	coiled-coil-helix-coiled-coil-helix domain containing 2 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:39589]
IGKJ3	ENSG00000211595	immunoglobulin kappa joining 3 [Source:HGNC Symbol;Acc:HGNC:5721]
IGKJ2	ENSG00000211596	immunoglobulin kappa joining 2 [Source:HGNC Symbol;Acc:HGNC:5720]
RPLP0P2	ENSG00000243742	ribosomal protein lateral stalk subunit P0 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:17960]
IGKJ1	ENSG00000211597	immunoglobulin kappa joining 1 [Source:HGNC Symbol;Acc:HGNC:5719]
THEM7P	ENSG00000227160	thioesterase superfamily member 7, pseudogene [Source:HGNC Symbol;Acc:HGNC:50386]
OR55B1P	ENSG00000231548	olfactory receptor family 55 subfamily B member 1 pseudogene [Source:HGNC Symbol;Acc:HGNC:15241]
ENDOG	ENSG00000167136	endonuclease G [Source:HGNC Symbol;Acc:HGNC:3346]
IGKV4-1	ENSG00000211598	immunoglobulin kappa variable 4-1 [Source:HGNC Symbol;Acc:HGNC:5834]
ACTE1P	ENSG00000172900	actin epsilon 1, pseudogene [Source:HGNC Symbol;Acc:HGNC:51491]
GAGE12F	ENSG00000236362	G antigen 12F [Source:HGNC Symbol;Acc:HGNC:31906]
RPL23AP92	ENSG00000270723	ribosomal protein L23a pseudogene 92 [Source:HGNC Symbol;Acc:HGNC:51627]
RN7SL470P	ENSG00000263669	RNA, 7SL, cytoplasmic 470, pseudogene [Source:HGNC Symbol;Acc:HGNC:46486]
ARHGAP11A-DT	ENSG00000262728	ARHGAP11A divergent transcript [Source:HGNC Symbol;Acc:HGNC:56188]
PCBP1	ENSG00000169564	poly(rC) binding protein 1 [Source:HGNC Symbol;Acc:HGNC:8647]
MIR1285-2	ENSG00000221238	microRNA 1285-2 [Source:HGNC Symbol;Acc:HGNC:35278]
RPL39P15	ENSG00000231414	ribosomal protein L39 pseudogene 15 [Source:HGNC Symbol;Acc:HGNC:35856]
RPS26P20	ENSG00000224553	ribosomal protein S26 pseudogene 20 [Source:HGNC Symbol;Acc:HGNC:36485]
SLC22A20P	ENSG00000197847	solute carrier family 22 member 20, pseudogene [Source:HGNC Symbol;Acc:HGNC:29867]
DAP3P2	ENSG00000228507	death associated protein 3 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:29762]
PCSK5	ENSG00000099139	proprotein convertase subtilisin/kexin type 5 [Source:HGNC Symbol;Acc:HGNC:8747]
THOC2	ENSG00000125676	THO complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:19073]
MLF1	ENSG00000178053	myeloid leukemia factor 1 [Source:HGNC Symbol;Acc:HGNC:7125]
RPS15P4	ENSG00000233762	ribosomal protein S15 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:35712]
PRDM6-AS1	ENSG00000223652	PRDM6 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55869]
C2orf74	ENSG00000237651	chromosome 2 open reading frame 74 [Source:HGNC Symbol;Acc:HGNC:34439]
LINC02487	ENSG00000203688	long intergenic non-protein coding RNA 2487 [Source:HGNC Symbol;Acc:HGNC:53466]
PLA2G3	ENSG00000100078	phospholipase A2 group III [Source:HGNC Symbol;Acc:HGNC:17934]
PRR13P1	ENSG00000232824	proline rich 13 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:50614]
RPL7AP28	ENSG00000184139	ribosomal protein L7a pseudogene 28 [Source:HGNC Symbol;Acc:HGNC:35656]
LMX1A-AS2	ENSG00000224702	LMX1A antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:40343]
SLC10A1	ENSG00000100652	solute carrier family 10 member 1 [Source:HGNC Symbol;Acc:HGNC:10905]
DOC2GP	ENSG00000231793	double C2 domain gamma, pseudogene [Source:HGNC Symbol;Acc:HGNC:37962]
LINC01035	ENSG00000226486	long intergenic non-protein coding RNA 1035 [Source:HGNC Symbol;Acc:HGNC:49022]
COX8BP	ENSG00000289568	cytochrome c oxidase subunit 8B, pseudogene [Source:HGNC Symbol;Acc:HGNC:31395]
LINC00210	ENSG00000231814	long intergenic non-protein coding RNA 210 [Source:HGNC Symbol;Acc:HGNC:37458]
RPL21P50	ENSG00000228489	ribosomal protein L21 pseudogene 50 [Source:HGNC Symbol;Acc:HGNC:36433]
TRPA1	ENSG00000104321	transient receptor potential cation channel subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:497]
PTPN14	ENSG00000152104	protein tyrosine phosphatase non-receptor type 14 [Source:HGNC Symbol;Acc:HGNC:9647]
FOXO1	ENSG00000150907	forkhead box O1 [Source:HGNC Symbol;Acc:HGNC:3819]
ZNF888-AS1	ENSG00000269646	ZNF888 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:56044]
LINC02616	ENSG00000261761	long intergenic non-protein coding RNA 2616 [Source:HGNC Symbol;Acc:HGNC:54078]
RNU6-436P	ENSG00000251980	RNA, U6 small nuclear 436, pseudogene [Source:HGNC Symbol;Acc:HGNC:47399]
HOXD13	ENSG00000128714	homeobox D13 [Source:HGNC Symbol;Acc:HGNC:5136]
AGAP10P	ENSG00000230869	ArfGAP with GTPase domain, ankyrin repeat and PH domain 10, pseudogene [Source:HGNC Symbol;Acc:HGNC:23659]
HOXD12	ENSG00000170178	homeobox D12 [Source:HGNC Symbol;Acc:HGNC:5135]
CCDC122	ENSG00000151773	coiled-coil domain containing 122 [Source:HGNC Symbol;Acc:HGNC:26478]
OR1S2	ENSG00000197887	olfactory receptor family 1 subfamily S member 2 [Source:HGNC Symbol;Acc:HGNC:15141]
HOXD11	ENSG00000128713	homeobox D11 [Source:HGNC Symbol;Acc:HGNC:5134]
OR1S1	ENSG00000280204	olfactory receptor family 1 subfamily S member 1 [Source:HGNC Symbol;Acc:HGNC:8227]
LINC02160	ENSG00000251443	long intergenic non-protein coding RNA 2160 [Source:HGNC Symbol;Acc:HGNC:53021]
OR52I2	ENSG00000226288	olfactory receptor family 52 subfamily I member 2 [Source:HGNC Symbol;Acc:HGNC:15221]
HOXD10	ENSG00000128710	homeobox D10 [Source:HGNC Symbol;Acc:HGNC:5133]
OR4P4	ENSG00000181927	olfactory receptor family 4 subfamily P member 4 [Source:HGNC Symbol;Acc:HGNC:15180]
CTSG	ENSG00000100448	cathepsin G [Source:HGNC Symbol;Acc:HGNC:2532]
OR2AT4	ENSG00000171561	olfactory receptor family 2 subfamily AT member 4 [Source:HGNC Symbol;Acc:HGNC:19620]
IGFL2-AS1	ENSG00000268621	IGFL2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:52559]
HOXD9	ENSG00000128709	homeobox D9 [Source:HGNC Symbol;Acc:HGNC:5140]
SMAD9	ENSG00000120693	SMAD family member 9 [Source:HGNC Symbol;Acc:HGNC:6774]
HOXD8	ENSG00000175879	homeobox D8 [Source:HGNC Symbol;Acc:HGNC:5139]
PCGF3-AS1	ENSG00000249592	PCGF3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:56108]
KLRC4	ENSG00000183542	killer cell lectin like receptor C4 [Source:HGNC Symbol;Acc:HGNC:6377]
SERPINA4	ENSG00000100665	serpin family A member 4 [Source:HGNC Symbol;Acc:HGNC:8948]
HAUS5-DT	ENSG00000267626	HAUS5 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55291]
LINC01653	ENSG00000232100	long intergenic non-protein coding RNA 1653 [Source:HGNC Symbol;Acc:HGNC:52441]
HMGB1P11	ENSG00000230547	high mobility group box 1 pseudogene 11 [Source:HGNC Symbol;Acc:HGNC:13316]
MIR10B	ENSG00000207744	microRNA 10b [Source:HGNC Symbol;Acc:HGNC:31498]
OR2L6P	ENSG00000232215	olfactory receptor family 2 subfamily L member 6 pseudogene [Source:HGNC Symbol;Acc:HGNC:15012]
KLRC3	ENSG00000205810	killer cell lectin like receptor C3 [Source:HGNC Symbol;Acc:HGNC:6376]
HOXD4	ENSG00000170166	homeobox D4 [Source:HGNC Symbol;Acc:HGNC:5138]
RN7SL23P	ENSG00000240823	RNA, 7SL, cytoplasmic 23, pseudogene [Source:HGNC Symbol;Acc:HGNC:46039]
MIR4488	ENSG00000266006	microRNA 4488 [Source:HGNC Symbol;Acc:HGNC:41599]
RNU6-376P	ENSG00000207462	RNA, U6 small nuclear 376, pseudogene [Source:HGNC Symbol;Acc:HGNC:47339]
CXXC4-AS1	ENSG00000245384	CXXC4 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:41054]
HNRNPA3P9	ENSG00000270903	heterogeneous nuclear ribonucleoprotein A3 pseudogene 9 [Source:HGNC Symbol;Acc:HGNC:48755]
RPL4P2	ENSG00000232341	ribosomal protein L4 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:36836]
LRTOMT	ENSG00000284922	leucine rich transmembrane and O-methyltransferase domain containing [Source:HGNC Symbol;Acc:HGNC:25033]
MIR7704	ENSG00000283880	microRNA 7704 [Source:HGNC Symbol;Acc:HGNC:50089]
RPSAP25	ENSG00000230384	ribosomal protein SA pseudogene 25 [Source:HGNC Symbol;Acc:HGNC:36405]
NRBP2	ENSG00000185189	nuclear receptor binding protein 2 [Source:HGNC Symbol;Acc:HGNC:19339]
OR2L9P	ENSG00000237492	olfactory receptor family 2 subfamily L member 9 pseudogene [Source:HGNC Symbol;Acc:HGNC:15015]
TNPO1-DT	ENSG00000249085	TNPO1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:40328]
DPY19L3-DT	ENSG00000267213	DPY19L3 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55307]
LINC02538	ENSG00000272549	long intergenic non-protein coding RNA 2538 [Source:HGNC Symbol;Acc:HGNC:53571]
RGS18	ENSG00000150681	regulator of G protein signaling 18 [Source:HGNC Symbol;Acc:HGNC:14261]
SMIM29-AS1	ENSG00000225339	SMIM29 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:58176]
AFF3	ENSG00000144218	ALF transcription elongation factor 3 [Source:HGNC Symbol;Acc:HGNC:6473]
ZNF484	ENSG00000127081	zinc finger protein 484 [Source:HGNC Symbol;Acc:HGNC:23385]
TGFB2	ENSG00000092969	transforming growth factor beta 2 [Source:HGNC Symbol;Acc:HGNC:11768]
OASL	ENSG00000135114	2'-5'-oligoadenylate synthetase like [Source:HGNC Symbol;Acc:HGNC:8090]
NUTM2A-AS1	ENSG00000223482	NUTM2A antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:45161]
LINC01848	ENSG00000254106	long intergenic non-protein coding RNA 1848 [Source:HGNC Symbol;Acc:HGNC:52663]
MIR3920	ENSG00000263885	microRNA 3920 [Source:HGNC Symbol;Acc:HGNC:38974]
LINC02268	ENSG00000248174	long intergenic non-protein coding RNA 2268 [Source:HGNC Symbol;Acc:HGNC:53183]
KIAA1191P2	ENSG00000254506	KIAA1191 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:56786]
PLS1P1	ENSG00000254534	PLS1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:55926]
VMA21	ENSG00000160131	vacuolar ATPase assembly factor VMA21 [Source:HGNC Symbol;Acc:HGNC:22082]
TFAMP2	ENSG00000254798	transcription factor A, mitochondrial pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:11638]
RPSAP50	ENSG00000224776	ribosomal protein SA pseudogene 50 [Source:HGNC Symbol;Acc:HGNC:35896]
ZC3H12C	ENSG00000149289	zinc finger CCCH-type containing 12C [Source:HGNC Symbol;Acc:HGNC:29362]
HFM1	ENSG00000162669	helicase for meiosis 1 [Source:HGNC Symbol;Acc:HGNC:20193]
PTPRD	ENSG00000153707	protein tyrosine phosphatase receptor type D [Source:HGNC Symbol;Acc:HGNC:9668]
GAGE13	ENSG00000274274	G antigen 13 [Source:HGNC Symbol;Acc:HGNC:29081]
GABRA3	ENSG00000011677	gamma-aminobutyric acid type A receptor subunit alpha3 [Source:HGNC Symbol;Acc:HGNC:4077]
RPL7	ENSG00000147604	ribosomal protein L7 [Source:HGNC Symbol;Acc:HGNC:10363]
OR6Q1	ENSG00000279051	olfactory receptor family 6 subfamily Q member 1 [Source:HGNC Symbol;Acc:HGNC:15302]
KLC2-AS1	ENSG00000254855	KLC2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40934]
KLC2-AS2	ENSG00000254762	KLC2 antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:55515]
TSPAN11-AS1	ENSG00000290531	TSPAN11 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:56687]
CAPSL-DT	ENSG00000249748	CAPSL divergent transcript [Source:HGNC Symbol;Acc:HGNC:56266]
YIF1A	ENSG00000174851	Yip1 interacting factor homolog A, membrane trafficking protein [Source:HGNC Symbol;Acc:HGNC:16688]
LINC03074	ENSG00000251249	long intergenic non-protein coding RNA 3074 [Source:HGNC Symbol;Acc:HGNC:56654]
DDX11-AS1	ENSG00000245614	DDX11 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44176]
LINC01834	ENSG00000261316	long intergenic non-protein coding RNA 1834 [Source:HGNC Symbol;Acc:HGNC:52648]
IFITM3P6	ENSG00000258352	IFITM3P pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:54545]
LINC02416	ENSG00000257924	long intergenic non-protein coding RNA 2416 [Source:HGNC Symbol;Acc:HGNC:53345]
LINC02156	ENSG00000257906	long intergenic non-protein coding RNA 2156 [Source:HGNC Symbol;Acc:HGNC:53017]
ZSCAN16-AS1	ENSG00000269293	ZSCAN16 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:48982]
NR2F2-AS1	ENSG00000247809	NR2F2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44222]
CAPN6	ENSG00000077274	calpain 6 [Source:HGNC Symbol;Acc:HGNC:1483]
LINC02122	ENSG00000248474	long intergenic non-protein coding RNA 2122 [Source:HGNC Symbol;Acc:HGNC:52979]
ADI1P3	ENSG00000258369	acireductone dioxygenase 1 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:52341]
LXN	ENSG00000079257	latexin [Source:HGNC Symbol;Acc:HGNC:13347]
TDRD3	ENSG00000083544	tudor domain containing 3 [Source:HGNC Symbol;Acc:HGNC:20612]
STBD1P1	ENSG00000257807	STBD1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:56805]
LINC01479	ENSG00000255772	long intergenic non-protein coding RNA 1479 [Source:HGNC Symbol;Acc:HGNC:51123]
MORF4L1P7	ENSG00000225904	mortality factor 4 like 1 pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:39259]
TMEM31	ENSG00000179363	transmembrane protein 31 [Source:HGNC Symbol;Acc:HGNC:28601]
THEM6	ENSG00000130193	thioesterase superfamily member 6 [Source:HGNC Symbol;Acc:HGNC:29656]
FMO1	ENSG00000010932	flavin containing dimethylaniline monoxygenase 1 [Source:HGNC Symbol;Acc:HGNC:3769]
PSMG3P1	ENSG00000241946	PSMG3 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:56588]
PDZD4	ENSG00000067840	PDZ domain containing 4 [Source:HGNC Symbol;Acc:HGNC:21167]
NIPBL-DT	ENSG00000285967	NIPBL divergent transcript [Source:HGNC Symbol;Acc:HGNC:51293]
AMN	ENSG00000166126	amnion associated transmembrane protein [Source:HGNC Symbol;Acc:HGNC:14604]
JPH1	ENSG00000104369	junctophilin 1 [Source:HGNC Symbol;Acc:HGNC:14201]
PSG11-AS1	ENSG00000282943	PSG11, PSG2 and PSG5 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:56358]
RN7SL229P	ENSG00000242811	RNA, 7SL, cytoplasmic 229, pseudogene [Source:HGNC Symbol;Acc:HGNC:46245]
RNF13P1	ENSG00000242068	RNF13 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:56589]
ACTBP16	ENSG00000241473	ACTB pseudogene 16 [Source:HGNC Symbol;Acc:HGNC:56590]
FLYWCH1P1	ENSG00000239516	FLYWCH-type zinc finger 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:38033]
RPL32P10	ENSG00000213157	ribosomal protein L32 pseudogene 10 [Source:HGNC Symbol;Acc:HGNC:35641]
SHROOM3-AS1	ENSG00000233860	SHROOM3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:41265]
MATR3P2	ENSG00000242140	MATR3 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:56591]
OS9-AS1	ENSG00000257342	OS9 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:58278]
RNU6-4P	ENSG00000206932	RNA, U6 small nuclear 4, pseudogene [Source:HGNC Symbol;Acc:HGNC:34253]
AGAP2-AS1	ENSG00000255737	AGAP2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:48633]
FAUP2	ENSG00000237806	FAU pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:36535]
KRT8P36	ENSG00000240668	keratin 8 pseudogene 36 [Source:HGNC Symbol;Acc:HGNC:39870]
CYP27B1	ENSG00000111012	cytochrome P450 family 27 subfamily B member 1 [Source:HGNC Symbol;Acc:HGNC:2606]
DBR1	ENSG00000138231	debranching RNA lariats 1 [Source:HGNC Symbol;Acc:HGNC:15594]
LONRF2	ENSG00000170500	LON peptidase N-terminal domain and ring finger 2 [Source:HGNC Symbol;Acc:HGNC:24788]
PITX1-AS1	ENSG00000224186	PITX1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:48332]
CLIC3	ENSG00000169583	chloride intracellular channel 3 [Source:HGNC Symbol;Acc:HGNC:2064]
TIMP3	ENSG00000100234	TIMP metallopeptidase inhibitor 3 [Source:HGNC Symbol;Acc:HGNC:11822]
LINC00498	ENSG00000248397	long intergenic non-protein coding RNA 498 [Source:HGNC Symbol;Acc:HGNC:43435]
ZNF606-AS1	ENSG00000176593	ZNF606 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44322]
RPL36A	ENSG00000241343	ribosomal protein L36a [Source:HGNC Symbol;Acc:HGNC:10359]
LACC1	ENSG00000179630	laccase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26789]
TDRD6-AS1	ENSG00000242973	TDRD6 and SLC25A27 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:56119]
